id,title,category,original_length,reference_summary,reference_length,latency,success,error
doc_11_18_syn_extract_first_2824,Aberto prazo de propostas para Universidade de Beihang,"Ciência, Tecnologia e Inovação",133,"O Programa Brasil-China de Futuros Líderes em Inovação Científica e Tecnológica está selecionando 24 projetos para participar do programa. As inscrições ficam abertas até 15 de abril e são voltadas para pesquisadores e empreendedores brasileiros e chineses que trabalham com inovação em áreas como saúde, energia, agricultura e tecnologia da informação. O objetivo do programa é promover a cooperação científica e tecnológica entre os dois países, além de desenvolver lideranças na área de inovação.",499,1.9571247100830078,True,
doc_13_12,Governo do Brasil lança licitação para ampliar abastecimento de água em Irecê (BA),Infraestrutura e Transportes,2988,"O Governo do Brasil lançou uma licitação para ampliar o Sistema Integrado de Abastecimento de Água de Irecê (BA), com investimentos de R$ 443 milhões, sendo R$ 421 milhões do Novo PAC. O objetivo é duplicar a capacidade da adutora que recebe água do Rio São Francisco, beneficiando cerca de 420 mil pessoas e resolvendo a escassez hídrica na região. Além disso, o ministro Rui Costa inaugurou uma escola municipal em Irecê, destacando a retomada de obras paralisadas com recursos do Novo PAC, incluindo a construção de outra escola e uma creche no município.",558,2.1614296436309814,True,
doc_05_08_syn_extract_first_7653,Gestão lança publicação sobre segurança da informação para computação em nuvem para órgãos do SISP,"Ciência, Tecnologia e Inovação",150,"O Governo Federal lançou um novo guia para orientar os servidores públicos que atuam na área de Tecnologia da Informação (TI). O documento faz parte da nova versão do Programa de Gestão de Segurança da Informação (PPSI 2.0), uma iniciativa do governo para aprimorar a segurança e a governança de TI na administração pública. O guia visa fornecer diretrizes e melhores práticas para os profissionais de TI, a fim de garantir a proteção e o uso adequado dos sistemas e informações governamentais.",494,1.9034655094146729,True,
doc_15_19_syn_extract_middle_2402,Mineradores devem reforçar protocolos de segurança diante da previsão de temporais,Energia e Recursos Minerais,109,"O Departamento Nacional de Produção Mineral (DNPM) emitiu recomendações aos empreendedores minerários para adoção de medidas preventivas diante do cenário atual. As principais ações sugeridas incluem: 1) Realizar inspeções regulares em barragens e estruturas de contenção, com ênfase na segurança e integridade das estruturas; 2) Implementar planos de monitoramento e manutenção preventiva dessas estruturas; 3) Manter atualizados os Planos de Ação de Emergência (PAE) e garantir a efetiva comunicação com as comunidades locais em caso de incidentes. Essas medidas visam assegurar a segurança das operações e minimizar os riscos de acidentes envolvendo barragens de rejeitos na indústria mineral brasileira.",707,2.9304614067077637,True,
doc_15_36_syn_extract_first_6464,Presidente Lula sanciona lei que cria a Política de Acolhimento e Manejo de Animais Resgatados (Amar),Meio Ambiente e Sustentabilidade,450,"O Presidente Lula sancionou uma lei que estabelece a Política de Acolhimento e Manejo de Animais Resgatados (AMAR). A medida define diretrizes para o resgate e manejo de animais em situações de desastres, considerando os impactos ambientais, sanitários e sociais. A política também conecta essas ações às políticas de defesa civil e segurança de barragens, buscando uma abordagem integrada para a proteção dos animais em situações de emergência.",445,1.8539979457855225,True,
doc_07_17,Conselhão promove Seminário Brasil pela Vida das Meninas e Mulheres em Brasília,"Cultura, Artes e Patrimônio",1442,"O Conselhão, em parceria com o Ministério das Mulheres, realizará no dia 4 de março o Seminário ""Brasil pela Vida das Meninas e Mulheres"" no Palácio do Planalto, em Brasília. O evento faz parte do Pacto Brasil entre os Três Poderes para Enfrentamento do Feminicídio e contará com uma mesa dedicada ao público masculino, com oficinas e debates sobre responsabilidade, mudança de comportamento e promoção de relações baseadas no respeito e na igualdade. A iniciativa dialoga com a campanha ""Todos Juntos por Todas"", que convoca os homens a se posicionarem e participarem ativamente do enfrentamento ao feminicídio.",612,2.073418378829956,True,
doc_03_16_syn_extract_first_9666,Iniciativas de reintegração social de mulheres no Espírito Santo recebem visita da Secretaria-Geral da PR,Desenvolvimento Social,369,"O Governo Federal está avaliando potenciais parcerias entre ministérios e outras instituições, com base em informações coletadas. Essa iniciativa visa promover a reintegração social de mulheres no Espírito Santo. A Secretaria-Geral da Presidência da República realizou uma visita para acompanhar essas ações, que buscam oferecer oportunidades e apoio a esse público-alvo.",371,1.656609296798706,True,
doc_05_02_syn_short_2122,Deputado Júlio Lopes propõe transformação da ANSN em Agência Reguladora Nuclear,Energia e Recursos Minerais,4058,"O deputado federal Júlio Lopes (PP-RJ) apresentou um requerimento na Câmara dos Deputados solicitando a transformação da Autoridade Nacional de Segurança Nuclear (ANSN) em uma Agência Reguladora Nuclear (ARN). A proposta defende que a nova agência tenha autonomia administrativa, financeira e técnica, alinhada aos padrões internacionais da Agência Internacional de Energia Atômica (AIEA). O objetivo é fortalecer a governança regulatória, assegurar maior previsibilidade decisória e criar uma carreira técnica própria, permitindo que o Brasil enfrente melhor os desafios tecnológicos emergentes no setor nuclear. O diretor-presidente da ANSN, Alessandro Facure, destacou a importância desse fortalecimento institucional para a consolidação da Autoridade.",755,3.089264154434204,True,
doc_01_22_syn_short_8613,Acelera Amapá leva ajuda humanitária e crédito produtivo ao interior do Amapá,Desenvolvimento Social,1595,"O Ministério da Integração e do Desenvolvimento Regional (MIDR) realizou ações emergenciais para beneficiar mais de 1.500 famílias de Serra do Navio e Pedra Branca, no Amapá, afetadas pela praga da mandioca e pelo período de estiagem. A iniciativa incluiu a entrega de cerca de 600 kits de alimentação em Serra do Navio e um mutirão de Microcrédito Pertinho da Gente para impulsionar a atividade produtiva na região. O ministro Waldez Góes destacou que uma força-tarefa do Governo Federal, Estado e prefeituras de dez municípios atua há dois anos para enfrentar a crise causada pela vassoura-de-bruxa, que impacta social e economicamente os produtores.",652,2.314279079437256,True,
doc_17_26,Banco do Brasil anuncia medidas de apoio às vítimas das enchentes na Zona da Mata mineira,Economia e Finanças,5301,"O Banco do Brasil anunciou uma série de medidas de apoio às vítimas das enchentes na Zona da Mata de Minas Gerais. As ações incluem uma doação inicial de R$ 200 mil via Fundação BB, flexibilização de crédito e renegociação de dívidas para pessoas físicas, empresas e produtores rurais, além de apoio aos municípios atingidos. O banco também está mobilizando doações em dinheiro e pontos Livelo para aquisição e distribuição de itens essenciais às famílias afetadas, com a participação de suas Associações Atléticas (AABB) como pontos de arrecadação.",549,2.3659307956695557,True,
doc_09_42_syn_short_2232,Fiocruz firma acordo com empresa chinesa WuXi Biologics para ampliar produção de vacinas para o SUS,Saúde,1521,"O Ministério da Saúde, por meio da Fiocruz, assinou um Memorando de Entendimento com a empresa chinesa WuXi Biologics para ampliar a capacidade produtiva de vacinas no Brasil. O acordo estabelece uma cooperação internacional nas áreas de pesquisa, desenvolvimento tecnológico, capacitação e produção de imunobiológicos, com potencial para aumentar a escala de fabricação de vacinas destinadas ao Sistema Único de Saúde (SUS). A parceria visa fortalecer a base industrial da saúde no Brasil e a atuação internacional da Fiocruz na área de vacinas.",546,2.7761454582214355,True,
doc_15_16_syn_extract_middle_3677,Governo do Brasil abre inscrições para o Comitê Nacional de Enfrentamento ao Racismo Ambiental e Climático,Meio Ambiente e Sustentabilidade,675,"A ministra da Igualdade Racial, Anielle Franco, destaca a importância da participação da sociedade para avançar nos debates e estratégias de enfrentamento da prática discriminatória. O comitê amplia a participação de povos, comunidades tradicionais e grupos historicamente vulnerabilizados nos debates sobre o racismo ambiental, o que é considerado um avanço importante. O Ministério da Igualdade Racial consolida sua visibilidade institucional dentro e fora do Brasil e aponta caminhos para o aperfeiçoamento das legislações vigentes e das correções históricas no campo da justiça climática.",592,1.9565083980560303,True,
doc_09_48,Cmed multa distribuidoras de medicamentos e defende regulamentação,Economia e Finanças,9881,"A Câmara de Regulação do Mercado de Medicamentos (Cmed) aplicou multas de mais de R$ 13,5 milhões a quatro distribuidoras de produtos farmacêuticos por oferecerem seus produtos a preços acima dos limites máximos estabelecidos pela própria Cmed. As empresas multadas foram a Imediata Distribuidora de Produtos para a Saúde (R$ 3,22 milhões), a Fabmed Distribuidora Hospitalar (R$ 2,93 milhões), a Panorama Comércio de Produtos Médicos e Farmacêuticos (R$ 3,82 milhões) e a Realmed Distribuidora (R$ 3,54 milhões). A Cmed argumenta que a regulação do setor farmacêutico é necessária para garantir o acesso universal e igualitário à saúde, combatendo práticas abusivas e predatórias. O Sindusfarma, por sua vez, defende que a regulação deve ser aplicada de forma calibrada, preservando a concorrência.",798,4.4151997566223145,True,
doc_11_25_syn_extract_middle_1096,"OLITEF tem premiação de R$5,4 milhões para escolas públicas e consolida avanço da educação financeira no Brasil",Educação,446,"O vice-presidente de produtos e clientes da B3, Luiz Masagão, destacou a importância da educação financeira para a vida prática e o desenvolvimento do Brasil. Ele afirmou que a educação financeira é essencial para qualquer carreira e para a vida cotidiana, pois transforma conceitos em algo aplicável, ajudando as pessoas a tomar melhores decisões. Masagão também ressaltou que a OLITEF (Olimpíada de Educação Financeira) cumpre um papel fundamental ao levar esse conhecimento de forma acessível aos jovens.",507,2.1594583988189697,True,
doc_09_00_syn_extract_first_3683,"União honra R$ 11,08 bilhões em dívidas garantidas de entes subnacionais em 2025",Economia e Finanças,271,"O governo federal honrou R$ 11,14 bilhões em dívidas de estados brasileiros no ano. Os estados com os maiores valores honrados foram Rio de Janeiro (R$ 4,69 bilhões, 42,35% do total), Minas Gerais (R$ 3,55 bilhões, 32,05%), Rio Grande do Sul (R$ 1,59 bilhão, 14,37%) e Goiás (R$ 888,06 milhões, 8,01%). Esses dados revelam os principais estados beneficiados pela quitação de dívidas pelo governo federal durante o período.",422,1.9570701122283936,True,
doc_01_02_syn_extract_first_6155,"Brasil atinge novo recorde na safra de grãos, com 346,1 milhões de toneladas em 2025","Agricultura, Pecuária e Abastecimento",574,"Nos últimos três anos, de 2023 a 2025, a produção brasileira de cereais, leguminosas e oleaginosas atingiu 955,23 milhões de toneladas, superando em 199,95 milhões de toneladas o que foi produzido no país entre 2019 e 2022. Esses dados foram divulgados pelo IBGE nesta quinta-feira (15/1), indicando um novo recorde na safra de grãos, com destaque para o aumento significativo da produção durante o período analisado.",417,2.099714756011963,True,
doc_17_14_syn_extract_first_6183,Alckmin e Padilha aplicam primeiras doses da vacina contra a dengue fabricada no Brasil,Saúde,388,"O Instituto Butantan desenvolveu um novo medicamento e recebeu R$ 1,4 bilhão para a construção de novas fábricas de imunizantes. O anúncio foi feito hoje, com a aplicação das primeiras doses da vacina contra a dengue fabricada no Brasil. Essa vacina é um importante avanço na saúde pública, pois a dengue é uma doença endêmica no país e a disponibilidade de uma vacina nacional é crucial para o combate à doença.",412,3.451939821243286,True,
doc_11_23,Presidente do FNDE debate educação inclusiva na Câmara dos Deputados,Educação,4502,"A audiência na Câmara dos Deputados tratou da oferta de livros em Braille e outros formatos acessíveis para o ano letivo de 2026. A presidente do FNDE, Fernanda Pacobahyba, apresentou dados sobre a execução do Programa Nacional do Livro e do Material Didático (PNLD), destacando a aquisição de mais de 213 milhões de livros, com investimentos superiores a R$ 2,7 bilhões, beneficiando 31 milhões de estudantes. Desses, serão distribuídos 32.373 exemplares em Braille, a um custo de R$ 27 milhões. Além disso, o PNLD passará a disponibilizar livros digitais em formato HTML5, ampliando a acessibilidade para estudantes com diferentes necessidades. A audiência reforçou a importância do PNLD como política pública democrática e inclusiva.",736,2.7743921279907227,True,
doc_09_05_syn_extract_middle_2894,CVM e ANBIMA divulgam resultados do Acordo de Cooperação Técnica entre as instituições no 2° semestre de 2025,Economia e Finanças,226,"A ANBIMA (Associação Brasileira das Entidades dos Mercados Financeiro e de Capitais) firmou Termos de Compromisso com seis instituições no segundo semestre de 2022, dentro do Acordo de Cooperação com a CVM (Comissão de Valores Mobiliários). Esses Termos de Compromisso visam aprimorar as práticas de mercado e fortalecer a autorregulação do setor financeiro. Mais detalhes sobre os casos específicos estão disponíveis no site da ANBIMA.",436,2.058353900909424,True,
doc_11_08_syn_short_6574,Programa de Pós-Graduação do CDTN alcança nota 6 na Capes,"Ciência, Tecnologia e Inovação",1413,"O Programa de Pós-Graduação em Ciência e Tecnologia das Radiações, Minerais e Materiais (PPG-CDTN) do Centro de Desenvolvimento da Tecnologia Nuclear (CDTN) recebeu nota 6 na Avaliação Quadrienal 2021-2024 da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes), consolidando-o como um Programa de Excelência com reconhecida distinção nacional e inserção internacional. Criado no início dos anos 2000, o PPG-CDTN iniciou o mestrado em 2003 e, em 2010, a Capes recomendou a implantação do curso de doutorado, refletindo o longo processo de trabalho e dedicação para consolidar o CDTN como uma instituição de ensino e pesquisa de relevância nacional e internacional na área nuclear.",695,2.9823741912841797,True,
doc_03_02,"Em documento, governo sintetiza políticas, equipamentos e serviços públicos de proteção social voltados ao povo yanomami",Desenvolvimento Social,2982,"O governo federal elaborou um documento para sintetizar e fortalecer as ações voltadas à proteção social e aos direitos humanos dos povos Yanomami e Ye'kwana, em contexto urbano e no âmbito das políticas indigenistas. O material, desenvolvido sob coordenação da Casa Civil, reúne informações sobre os serviços existentes nos estados de Roraima e Amazonas, as estruturas implantadas a partir da emergência Yanomami e as formas de interação e acionamento das equipes responsáveis. O objetivo é fortalecer a articulação interinstitucional da rede de proteção social e de direitos humanos, facilitando o compartilhamento de informações sobre fluxos, atribuições e equipamentos públicos.",682,2.5624382495880127,True,
doc_03_09_syn_extract_first_3881,Ministério do Turismo lança pesquisa inédita para conhecer o perfil de turistas neurodivergentes,Turismo,336,"O Ministério do Turismo lançou uma pesquisa inédita para conhecer o perfil de turistas neurodivergentes no Brasil. A iniciativa, que recebe contribuições até o fim de fevereiro, visa subsidiar políticas públicas de acessibilidade no setor turístico. A pesquisa busca coletar informações sobre as necessidades, preferências e desafios enfrentados por esse público durante suas viagens, a fim de promover um turismo mais inclusivo e acessível a todos.",449,1.668114423751831,True,
doc_15_03,SFB e CNI fortalecem cooperação para Prêmio em Estudos de Economia e Mercado Florestal,Economia e Finanças,3342,"O Serviço Florestal Brasileiro (SFB) e a Confederação Nacional da Indústria (CNI) renovaram sua parceria para a realização do Prêmio Serviço Florestal Brasileiro em Estudos de Economia e Mercado Florestal até 2028. O acordo visa aproximar a pesquisa, o setor produtivo e as políticas públicas, a fim de promover o desenvolvimento florestal sustentável no Brasil. O prêmio busca incentivar pesquisas que subsidiem políticas públicas, inovação e investimentos em cadeias produtivas sustentáveis nos diferentes biomas do país, fortalecendo a competitividade e gerando empregos e oportunidades.",590,2.939842939376831,True,
doc_05_00_syn_extract_first_3068,"Ministra Luciana Santos destaca projeto do Reator Multipropósito Brasileiro, em reunião do CCT","Ciência, Tecnologia e Inovação",302,"A ministra Luciana Santos, do Ministério da Ciência, Tecnologia e Inovações (MCTI), destacou o projeto do Reator Multipropósito Brasileiro (RMB) durante a reunião do Conselho Nacional de Ciência e Tecnologia (CCT), em Brasília. O RMB é um projeto estratégico para o país, que visa produzir radioisótopos para uso médico e industrial, além de realizar pesquisas científicas. A ministra reafirmou o compromisso do governo federal em apoiar o desenvolvimento do projeto, que é considerado fundamental para a soberania tecnológica e a autonomia do Brasil na área nuclear.",567,2.0876517295837402,True,
doc_09_22_syn_extract_first_6617,Condel da Sudeco aprova novas linhas de financiamento para jovens empreendedores e turismo rural no Centro-Oeste,Economia e Finanças,410,"O secretário-executivo do Ministério do Desenvolvimento Regional (MIDR), Valder Ribeiro, presidiu uma reunião que reforçou o papel estratégico da Superintendência do Desenvolvimento do Centro-Oeste (Sudeco) e das superintendências de desenvolvimento regional. Na ocasião, o Conselho Deliberativo da Sudeco (Condel) aprovou novas linhas de financiamento para jovens empreendedores e turismo rural na região Centro-Oeste, fortalecendo o desenvolvimento econômico e social dessa área.",481,2.4269776344299316,True,
doc_19_08,"“Todo apoio será dado”: Alckmin faz balanço das ações do Governo do Brasil na Zona da Mata Mineira, região atingida por fortes chuvas",Desenvolvimento Social,4007,"O presidente em exercício, Geraldo Alckmin, fez um balanço das ações do governo federal na Zona da Mata Mineira, região atingida por fortes chuvas. Ele reforçou que a prioridade é o socorro às vítimas, com apoio das Forças Armadas, Defesa Civil e Saúde. Alckmin anunciou a liberação de R$ 800 por pessoa desabrigada, além da antecipação de pagamentos do Bolsa Família e BPC. O governo também destacou seu compromisso com o combate às mudanças climáticas, citando avanços como o aumento do percentual de etanol e biodiesel e a redução do desmatamento na Amazônia.",562,2.3612656593322754,True,
doc_17_29_syn_short_3938,FNDE reforça papel do PNAE na 39ª Conferência Regional da FAO,"Agricultura, Pecuária e Abastecimento",3028,"A 39ª Conferência Regional da Organização das Nações Unidas para a Alimentação e a Agricultura (FAO) para a América Latina e o Caribe está sendo realizada em Brasília, reunindo autoridades da região para discutir políticas de combate à fome e fortalecimento da agricultura familiar. A presidente do Fundo Nacional de Desenvolvimento da Educação (FNDE), Fernanda Pacobahyba, participou do evento, destacando o Programa Nacional de Alimentação Escolar (PNAE) como uma política estratégica para a segurança alimentar e o desenvolvimento social. Durante a conferência, foi oferecido um almoço institucional com cardápio elaborado a partir de receitas desenvolvidas por merendeiras da rede pública, demonstrando a qualidade das refeições ofertadas nas escolas brasileiras.",767,2.5143978595733643,True,
doc_07_35_syn_short_8041,Censipam celebra Dia Internacional da Mulher com palestra sobre saúde mental e atividades de bem-estar,Desenvolvimento Social,448,"O Centro Gestor e Operacional do Sistema de Proteção da Amazônia (Censipam) realizou, em 12 de março de 2026, uma programação especial em comemoração ao Dia Internacional da Mulher. A atividade central foi uma palestra sobre saúde mental no ambiente de trabalho, seguida de ações voltadas ao cuidado, bem-estar e valorização das mulheres servidoras e autoridades presentes no evento.",383,1.4986505508422852,True,
doc_09_09,MIDR iniciará escuta ativa de demandas da população do Vale do Jequitinhonha,Desenvolvimento Social,5853,"O Ministério da Integração e do Desenvolvimento Regional (MIDR) realizará oficinas em Araçuaí, Minas Gerais, para apresentar a Política Nacional de Desenvolvimento Regional (PNDR) e a Política Nacional de Ordenamento Territorial (PNOT). As oficinas ""Perspectivas para o Desenvolvimento Regional"" e ""Desenvolvimento em Jogo"" têm como público-alvo professores, estudantes, representantes de políticas públicas e lideranças locais. O objetivo é ampliar o diálogo entre o Governo Federal e as demandas da região do Vale do Jequitinhonha, discutindo temas como conflitos territoriais, mineração e estratégias de desenvolvimento sustentável.",635,2.5171163082122803,True,
doc_05_08_syn_short_1006,Gestão lança publicação sobre segurança da informação para computação em nuvem para órgãos do SISP,"Ciência, Tecnologia e Inovação",2132,"O Ministério da Gestão e da Inovação em Serviços Públicos (MGI) lançou um novo guia para orientar gestores e servidores públicos que atuam na área de Tecnologia da Informação (TI). O documento, intitulado ""Guia Complementar de Segurança da Informação para Computação em Nuvem"", é uma das iniciativas da nova versão do Programa de Privacidade e Segurança da Informação (PPSI 2.0) e deve ser utilizado pelos profissionais que atuam nos cerca de 250 órgãos do Sistema de Administração dos Recursos de Tecnologia da Informação (SISP). O guia visa possibilitar um ambiente seguro e transparente, garantindo a proteção de dados pessoais e o cumprimento das normas legais, como a Lei Geral de Proteção de Dados Pessoais (LGPD) e as diretrizes do Gabinete de Segurança da Institucional da Presidência da República (GSI/PR).",815,2.980992078781128,True,
doc_03_45_syn_extract_first_1152,Famílias lutam para reconstruir a vida um mês depois de chuvas em MG,Desenvolvimento Social,278,"Nas últimas semanas, a Zona da Mata Mineira foi severamente afetada por fortes chuvas, que causaram enxurradas, deslizamentos de terra e enchentes. O evento ocorreu principalmente na noite de 23 de fevereiro, resultando em 73 mortes: 65 em Juiz de Fora e 8 em Ubá. Milhares de famílias tiveram suas vidas profundamente impactadas por essa tragédia climática.",358,1.8542954921722412,True,
doc_09_07,MME abre consulta pública para modernizar a formação de preços de energia elétrica e a contabilização no mercado de curto prazo,Economia e Finanças,3207,"O Ministério de Minas e Energia (MME) abriu uma consulta pública para discutir a modernização do mercado de energia elétrica brasileiro. A proposta inclui a implementação da contabilização dupla no Mercado de Curto Prazo e a transição para um modelo híbrido de formação de preços, que incorpora ofertas de quantidade de energia. Essa medida visa aproximar a programação da operação da realidade do sistema, especialmente com o crescimento das fontes renováveis variáveis e da geração distribuída. A proposta busca maior precisão na operação do sistema e a redução de encargos cobrados dos consumidores, com a implementação prevista para 30 de junho de 2028 após um período de testes.",683,2.3669469356536865,True,
doc_19_21_syn_short_8953,SENAPPEN integra ações da FICCO que resultam na apreensão de mais de 420 kg de drogas e R$ 220 mil reais,Segurança Pública,1443,"A Secretaria Nacional de Políticas Penais (SENAPPEN), por meio da Polícia Penal Federal (PPF), participou de operações da Força Integrada de Combate ao Crime Organizado (FICCO) em cinco estados brasileiros. As ações resultaram na prisão de um líder de organização criminosa na Paraíba, a apreensão de 420 kg de drogas e a prisão de três homens por tráfico em São Paulo, além da prisão de um homem transportando 35 mil maços de cigarros contrabandeados no Paraná. Essas operações integradas reforçam os esforços das autoridades no combate ao crime organizado no país.",566,3.5950071811676025,True,
doc_13_30_syn_extract_first_6419,Governo do Brasil anuncia hub internacional no Galeão e reforça papel do turismo na geração de empregos,Turismo,402,"O Governo do Brasil anunciou a criação de um novo hub internacional no Aeroporto do Galeão, no Rio de Janeiro, com a abertura de uma nova rota aérea entre o Rio de Janeiro e Nova York. Essa iniciativa visa fortalecer o turismo, impulsionar a economia e gerar empregos no país. A ampliação da conectividade aérea é um passo importante para promover o desenvolvimento do setor turístico brasileiro e aumentar a competitividade do país no mercado internacional.",458,1.7355051040649414,True,
doc_03_20,Estudo mostra que 90% dos cuidadores informais no Brasil são mulheres,Desenvolvimento Social,6638,"A pesquisa do IBGE revela que as mulheres dedicam, em média, 9,6 horas semanais a mais do que os homens em tarefas domésticas e cuidados, o que representa mais de mil horas anuais de trabalho não remunerado e invisível socialmente. Segundo o estudo da PUCPR, 90% dos cuidadores informais no Brasil são mulheres, principalmente filhas, cônjuges e netas, com média de idade de 48 anos. Esse fenômeno afeta a vida profissional e os estudos das mulheres e meninas, que muitas vezes interrompem suas atividades para cuidar da família. Embora alguns países já tenham políticas de apoio aos cuidadores, no Brasil essa questão ainda é tímida, e a pesquisadora defende que o trabalho de cuidado seja reconhecido socialmente e remunerado, de modo a aliviar a sobrecarga das mulheres.",773,3.4046363830566406,True,
doc_07_02_syn_extract_first_4111,"Rumo à 6ª Teia Nacional, Mato Grosso do Sul realiza encontro estadual da rede dos pontos de cultura",,408,"O governo do estado definiu os delegados e propostas para o evento nacional da Rede dos Pontos de Cultura, que será realizado em março em Aracruz, Espírito Santo. O encontro estadual, realizado em Mato Grosso do Sul, reuniu representantes dos pontos de cultura para discutir e selecionar os temas e delegados que irão participar do evento nacional. O objetivo é fortalecer a atuação da rede e promover o intercâmbio de experiências entre os diferentes pontos de cultura do país.",478,2.2169437408447266,True,
doc_15_26_syn_extract_first_6363,Censipam realiza o evento “Pré-Cheia” em Porto Velho para discutir riscos hidrológicos na Amazônia,Meio Ambiente e Sustentabilidade,645,"O Centro Gestor e Operacional do Sistema de Proteção da Amazônia (CENSIPAM) realizará, em 05 de março de 2026, em Porto Velho, o evento ""Pré-Cheia"" para discutir o aumento da frequência e intensidade de cheias severas na região amazônica. O evento reunirá especialistas de instituições governamentais e não governamentais do Brasil e países fronteiriços da Amazônia, com o objetivo de analisar as condições hidroclimáticas atuais e projetar o período de cheia 2025/2026, visando fortalecer o monitoramento e refinar os prognósticos hidrológicos.",545,4.872989177703857,True,
doc_07_11_syn_short_4841,"Integrando o marco de seus 50 anos, Funarte celebra memória e debate futuro das artes em ato público nas cidades de Manaus e Brasília","Cultura, Artes e Patrimônio",1466,"A Fundação Nacional de Artes (Funarte), vinculada ao Ministério da Cultura do Governo Federal, está celebrando seu 50º aniversário. Nos dias 28 de fevereiro e 4 de março, dois importantes teatros brasileiros - o Teatro Amazonas (AM) e o Teatro Nacional (DF) - serão palco de ações que destacam a rica história dessas instituições e suas contribuições para o país. Essas atividades fazem parte do marco celebrativo dos 50 anos da Funarte, que envolve o anúncio de ações de recuperação institucional, estabelecimento de parcerias e redes, além de programas de fomento às artes brasileiras.",587,3.5580742359161377,True,
doc_09_02,Cade seleciona consultor para apoiar elaboração do Guia de Abuso de Poder Econômico,Economia e Finanças,2018,"O Conselho Administrativo de Defesa Econômica (Cade) abriu processo seletivo para contratar consultoria técnica para a elaboração do Guia de Abuso de Poder Econômico. A iniciativa visa consolidar orientações sobre condutas unilaterais e abuso de posição dominante, fortalecendo a atuação institucional do Cade e a promoção da cultura da concorrência. A consultoria terá como foco a produção de estudos e análises sobre práticas concorrenciais e antitruste, a partir da legislação brasileira, da jurisprudência do Tribunal do Cade e de referências nacionais e internacionais. As inscrições podem ser feitas até o dia 17 de fevereiro.",632,1.8882150650024414,True,
doc_11_30_syn_extract_middle_6507,"Seleção para o Clube de Pesquisadores Mirins acontece até esta sexta-feira,  no Campus de Pesquisa do Museu Goeldi","Ciência, Tecnologia e Inovação",337,"O Museu Goeldi, desde 1997, desenvolve uma iniciativa que visa estimular o interesse de crianças e adolescentes pela ciência. A iniciativa oferece aulas semanais durante o ano, aproximando os estudantes dos cientistas e das pesquisas realizadas no museu. Ao longo de quase três décadas, mais de 4.500 jovens pesquisadores já foram contemplados pelas atividades da instituição.",376,2.161195755004883,True,
doc_15_19_syn_extract_first_4130,Mineradores devem reforçar protocolos de segurança diante da previsão de temporais,Meio Ambiente e Sustentabilidade,461,"O Governo Federal emitiu orientações para intensificar o monitoramento e a manutenção de barragens e estruturas em estados com previsão de chuvas intensas, ventos fortes e descargas elétricas. Essa medida visa reforçar os protocolos de segurança diante da iminência de temporais, visando prevenir possíveis acidentes e garantir a integridade das estruturas. As autoridades enfatizam a importância de um acompanhamento rigoroso das condições climáticas e do estado das barragens, a fim de adotar as providências necessárias para a proteção da população.",552,2.05991530418396,True,
doc_01_36_syn_extract_middle_2976,Plano Safra 2025/2026: crédito rural cresce 7% e já soma R$ 354 bilhões contratados,"Agricultura, Pecuária e Abastecimento",222,"O governo brasileiro anunciou reduções nos principais programas de investimento para a safra 2024/2025. O Moderfrota, um programa de financiamento de máquinas e equipamentos agrícolas, liderou as quedas, com uma retração de 49%, passando de R$ 6,85 bilhões para R$ 3,48 bilhões. Essa redução nos investimentos governamentais pode ter impactos significativos no setor agrícola e na economia do país.",398,1.8536581993103027,True,
doc_09_04_syn_short_5114,Cade divulga Anuário 2025 com balanço da atuação em defesa da concorrência,Economia e Finanças,1529,"O Conselho Administrativo de Defesa Econômica (Cade) lançou o Anuário 2025, que consolida os principais resultados, avanços regulatórios e ações estratégicas da autarquia no último ano. Em 2025, o Cade reafirmou seu compromisso com a defesa da livre concorrência no Brasil, alcançando a classificação de quatro estrelas e meia no ranking da Global Competition Review, posicionando-o entre as seis melhores agências de defesa da concorrência do mundo. No período, o Cade recebeu 873 atos de concentração notificados, totalizando R$ 1,28 trilhões em valor econômico, com destaque para os setores de geração de energia elétrica, indústria de transformação, mercado imobiliário e comércio varejista.",695,2.4687304496765137,True,
doc_09_42_syn_extract_first_1158,Fiocruz firma acordo com empresa chinesa WuXi Biologics para ampliar produção de vacinas para o SUS,Economia e Finanças,395,"O Ministério da Saúde do Brasil assinou um memorando de entendimento com uma empresa chinesa, a Wuxi Biologics, para ampliar a produção de vacinas para o Sistema Único de Saúde (SUS). O acordo prevê o uso da capacidade produtiva internacional, intercâmbio técnico e pode elevar a escala de fabricação de imunizantes no Brasil. Essa parceria visa fortalecer a produção nacional de vacinas e garantir o abastecimento do SUS.",422,1.9564294815063477,True,
doc_13_23_syn_short_4262,Guerra no Oriente Médio pode afetar calendário da Fórmula 1,Relações Internacionais e Diplomacia,3774,"A Fórmula 1 está monitorando de perto a situação no Oriente Médio após os recentes ataques na região, que podem afetar as corridas programadas no Bahrein e na Arábia Saudita. A segurança e o bem-estar dos envolvidos serão os principais fatores para a tomada de decisões sobre os próximos eventos. Apesar dos desafios logísticos, a abertura da temporada na Austrália não deve ser impactada, com as equipes e a própria F1 reorganizando rapidamente os planos de viagem. A Fórmula 1 possui alternativas de circuitos que podem ser utilizados em caso de necessidade, e já realizou corridas sem público durante a pandemia.",615,2.571497917175293,True,
